drive_name,size,disk_mark,type
TEAM L5 3D 240GB,223.6 GB,3631,SSD
TEAM L5 3D 480GB,447.1 GB,4300,SSD
Team L5 lite 60GB SSD,55.9 GB,1760,SSD
TEAM L5 LITE SSD 120GB,111.8 GB,2426,SSD
TEAM L5 LITE SSD 240GB,223.6 GB,3308,SSD
TEAM L5 LITE SSD 480GB,447.1 GB,3996,SSD
TEAM L5 LITE SSD 60GB,55.9 GB,2218,SSD
TEAM L5 SSD 240GB,223.6 GB,3656,SSD
TEAM L7 EVO SSD 120GB,111.8 GB,2115,SSD
TEAM L7 EVO SSD 120GG,111.8 GB,1657,SSD
TEAM L7 EVO SSD 240GB,223.6 GB,2072,SSD
TEAM M4P SSD 128GB,119.2 GB,2462,SSD
TEAM M4PS5 SSD 256GB,238.5 GB,4018,SSD
TEAM M8FP2 240GB,223.6 GB,8793,SSD
TEAM M8P SSD 256GB,238.4 GB,3625,SSD
TEAM M8P SSD 512GB,476.9 GB,3679,SSD
TEAM M8PS5 SSD 128GB,119.2 GB,2825,SSD
TEAM SSD 240GB,223.6 GB,3609,SSD
TEAM T253128GB,119.2 GB,2931,HDD
TEAM T2531TB,953.9 GB,3811,SSD
TEAM T253240GB,223.6 GB,3164,SSD
TEAM T253256GB,238.5 GB,3364,SSD
TEAM T2532TB,1.9 TB,3388,SSD
TEAM T253480GB,447.1 GB,3330,SSD
TEAM T253512GB,476.9 GB,3635,SSD
TEAM T2535T001T,953.9 GB,3102,SSD
TEAM T2535T060G,55.9 GB,1985,SSD
TEAM T2535T120G,111.8 GB,2443,SSD
TEAM T2535T240G,223.6 GB,3113,SSD
TEAM T2535T480G,447.1 GB,3188,SSD
TEAM T253A3001T,953.9 GB,3475,SSD
TEAM T253A3002T,1.9 TB,3333,SSD
TEAM T253A3512G,476.9 GB,3507,SSD
TEAM T253E2001T,953.9 GB,3220,SSD
TEAM T253E2512G,476.9 GB,3472,SSD
TEAM T253LE120G,111.8 GB,3037,SSD
TEAM T253LE240G,223.6 GB,3530,SSD
TEAM T253TD001T,931.5 GB,4500,SSD
TEAM T253TD240G,223.6 GB,4087,SSD
TEAM T253TD480G,447.1 GB,3770,SSD
TEAM T253X1120G,111.8 GB,2930,SSD
TEAM T253X1240G,223.6 GB,3148,SSD
TEAM T253X1480G,447.1 GB,3510,SSD
TEAM T253X1960G,894.3 GB,3075,SSD
TEAM T253X2001T,953.9 GB,3122,SSD
TEAM T253X2002T,1.9 TB,3142,SSD
TEAM T253X2128G,119.2 GB,3048,SSD
TEAM T253X2256G,238.5 GB,2970,SSD
TEAM T253X2512G,476.9 GB,3164,SSD
TEAM T253X5240G,223.6 GB,3015,SSD
TEAM T253X5480G,447.1 GB,3321,SSD
TEAM T253X5960G,894.3 GB,3538,SSD
TEAM T253X6001T,953.9 GB,3620,SSD
TEAM T253X6002T,1.9 TB,2610,SSD
TEAM T253X6256G,238.5 GB,3615,SSD
TEAM T253X6512G,476.9 GB,3615,SSD
TEAM T253X7002T,1.9 TB,3333,SSD
TEAM T253X7004T,3.7 TB,4307,SSD
TEAM TM8FF2512G,476.9 GB,18204,SSD
TEAM TM8FFD001T,953.9 GB,44314,SSD
TEAM TM8FFD002T,1.9 TB,44422,SSD
TEAM TM8FFD004T,3.7 TB,43238,SSD
TEAM TM8FP2240G,223.6 GB,13700,SSD
TEAM TM8FP3256G,238.5 GB,7703,SSD
TEAM TM8FP4001T,953.9 GB,24442,SSD
TEAM TM8FP4002T,1.9 TB,24069,SSD
TEAM TM8FP4004T,3.7 TB,24596,SSD
TEAM TM8FP4256G,238.5 GB,11374,SSD
TEAM TM8FP4512G,476.9 GB,17255,SSD
TEAM TM8FP6001T,953.9 GB,15847,SSD
TEAM TM8FP6002T,1.9 TB,19172,HDD
TEAM TM8FP6128G,119.2 GB,8643,SSD
TEAM TM8FP6256G,238.5 GB,13993,SSD
TEAM TM8FP6512G,476.9 GB,16595,SSD
TEAM TM8FP6960G,894.3 GB,19215,SSD
TEAM TM8FPD001T,953.9 GB,19173,SSD
TEAM TM8FPD002T,1.9 TB,19785,SSD
TEAM TM8FPD512G,476.9 GB,18545,SSD
TEAM TM8FPK001T,931.5 GB,34523,SSD
TEAM TM8FPK002T,1.9 TB,37990,SSD
TEAM TM8FPK500G,465.8 GB,26912,SSD
TEAM TM8FPW001T,953.9 GB,43447,SSD
TEAM TM8FPW002T,1.9 TB,50021,SSD
TEAM TM8FPW004T,3.6 TB,49516,SSD
TEAM TM8FPW512G,476.9 GB,35381,SSD
TEAM TM8PS7001T,953.9 GB,3313,SSD
TEAM TM8PS7128G,119.2 GB,3080,SSD
TEAM TM8PS7256G,238.5 GB,3360,SSD
TEAM TM8PS7512G,476.9 GB,3494,SSD
TEAM XS1 SSD,111.8 GB,1677,SSD
TEAM XS2 SSD,111.8 GB,2423,SSD
TEAM XS2 SSD,55.9 GB,1717,SSD
TEAM XS3 SSD,111.8 GB,3014,SSD
TEAM XS3 SSD,223.6 GB,2998,SSD
TEAM_Combo_SSD,120.4 GB,444,SSD
TEAML5Lite3D120G,111.8 GB,3121,SSD
TEAML5Lite3D1T,931.5 GB,4326,SSD
TEAML5Lite3D240G,223.6 GB,3837,SSD
TEAML5Lite3D480G,447.1 GB,4230,SSD
Teclast 120GB S500,111.8 GB,2706,SSD
Teclast 128GB A850,119.2 GB,3100,SSD
Teclast 128GB MS550,115.2 GB,2111,SSD
Teclast 128GB NS550-2242,119.2 GB,2615,SSD
Teclast 128GB NS550-2280,119.2 GB,2585,SSD
Teclast 1TB A850,931.5 GB,3474,SSD
Teclast 240GB A800,223.6 GB,3155,SSD
Teclast 240GB NP900C-2280,223.6 GB,7369,SSD
Teclast 240GB S700,223.6 GB,4137,SSD
Teclast 256GB A750,238.5 GB,2941,SSD
Teclast 256GB NA850-2280,238.5 GB,3367,SSD
Teclast 256GB NA950-2280,238.5 GB,3124,SSD
Teclast 256GB NS550-2242,238.5 GB,3404,SSD
Teclast 256GB SSD,238.5 GB,3297,SSD
Teclast 320GB A850,298.1 GB,3241,SSD
Teclast 480GB A900,447.1 GB,3131,SSD
Teclast 512GB,476.9 GB,3577,SSD
Teclast 512GB SSD,476.9 GB,7452,SSD
Teclast 720GB A8,670.7 GB,3636,SSD
Teclast 720GB A850,670.7 GB,2154,SSD
Teclast BD256GB SHCB-2280,238.5 GB,4057,SSD
Teclast BD256GB SLCB-2242,238.5 GB,4869,SSD
tecmiyo NVME SSD 1TB,953.9 GB,12386,SSD
tecmiyo SSD 120GB,111.8 GB,2919,SSD
tecmiyo SSD 128GB,119.2 GB,3063,SSD
tecmiyo SSD 256GB,238.5 GB,3537,SSD
tecmiyo SSD 512GB,476.9 GB,2741,SSD
Teelkoou 128GB,119.2 GB,2917,SSD
Teelkoou 1TB,953.9 GB,9880,SSD
Teelkoou NGFF 256GB,238.5 GB,3233,SSD
Teutons Platinum SSD 256GB,238.5 GB,3184,SSD
TEXTORM B5 480GB,447.1 GB,3066,SSD
TGS SSD 120GB,111.8 GB,3380,SSD
TGT-SLSS-240,223.6 GB,3086,SSD
TGT-SLST-240,223.6 GB,3180,SSD
Thinklife SSD ST800 1TB,953.9 GB,2784,SSD
Thinklife ST9000 PCI-E M.2 1TB,931.5 GB,12624,SSD
THNSF5256GPUK NVMe SED TOSHIBA 256GB,238.5 GB,6780,SSD
THNSF5256GPUK TOSHIBA,238.5 GB,8018,SSD
THNSF8400CCSE,372.6 GB,4204,SSD
THNSN0128GTYA TOSHIBA,119.2 GB,2743,SSD
THNSN0256GTYA TOSHIBA,238.5 GB,3394,SSD
THNSN5128GPUK TOSHIBA,119.2 GB,5958,SSD
THU SSD 120G,111.8 GB,1790,SSD
Tigo SSD,111.8 GB,1991,SSD
Tigo SSD,29.8 GB,947,SSD
tigo SSD 120GB,111.8 GB,3391,SSD
tigo SSD 240GB,223.6 GB,4643,SSD
tigo SSD 256GB,238.5 GB,3944,SSD
tigo SSD 480GB,447.1 GB,3074,SSD
tigo SSD 512GB,476.9 GB,7498,SSD
TIMETEC 1TB,953.9 GB,3476,SSD
TIMETEC 256GB,238.5 GB,3408,SSD
Timetec 30TT253X2-256G,238.5 GB,3819,SSD
Timetec 30TTQNS3SATA-1TB,953.9 GB,3328,SSD
Timetec 30TTQNS3SATA-2TB,1.9 TB,3430,SSD
Timetec 30TTQNS3SATA-512GB,476.9 GB,3141,SSD
Timetec 35TTFP6PCIE-1TB,953.9 GB,13245,SSD
Timetec 35TTFP6PCIE-512G,476.9 GB,14094,SSD
Timetec 35TTM8SSATA-1TB,953.9 GB,3661,SSD
Timetec 35TTM8SSATA-256G,238.5 GB,4032,SSD
TIMETEC 512GB,476.9 GB,3428,SSD
Timetec MS09,476.9 GB,11311,SSD
Timetec MS10,953.9 GB,12521,SSD
Timetec MS12,1.9 TB,19350,SSD
Timetec MS21,953.9 GB,3484,SSD
TIMETEC PCIe 3.0 1TB,953.9 GB,17369,SSD
Timetec SD08,476.9 GB,3473,SSD
Timetec SD09,953.9 GB,3771,SSD
TKEER 120GB,111.8 GB,2929,SSD
TLD-M2B01T3,931.5 GB,16770,SSD
TLD-M7A01T4,931.5 GB,49541,SSD
TMS 480GB,447.1 GB,1770,SSD
TN240G-SSD,223.6 GB,2241,SSD
TOP TURBO-120GB,111.8 GB,1747,SSD
TOPGIANT TG550 512GB,476.9 GB,3566,SSD
TOPMORE TU200 240GB SSD,223.6 GB,4695,SSD
Toshiba 032G34,29.1 GB,792,HDD
Toshiba 032G72,29.1 GB,710,HDD
Toshiba 032G74,29.1 GB,731,HDD
Toshiba 032GE4,29.1 GB,879,HDD
Toshiba 064G30,58.2 GB,846,HDD
Toshiba 064G38,58.2 GB,841,HDD
Toshiba 064G70,58.2 GB,722,HDD
Toshiba 064G93,58.2 GB,514,HDD
Toshiba 064GE2,58.2 GB,803,HDD
Toshiba 064GEA,58.2 GB,723,HDD
Toshiba 128G04,116.5 GB,1176,HDD
Toshiba 128G32,116.5 GB,715,HDD
Toshiba 128G3A,116.5 GB,850,HDD
TOSHIBA 250GB SSD MK2546GSX,232.9 GB,339,SSD
TOSHIBA A100,223.6 GB,2690,SSD
TOSHIBA A100,111.8 GB,2300,SSD
TOSHIBA DT01ABA050V,465.8 GB,937,HDD
TOSHIBA DT01ABA100,931.5 GB,815,HDD
TOSHIBA DT01ABA100V,931.5 GB,2288,HDD
TOSHIBA DT01ABA200,1.8 TB,910,HDD
TOSHIBA DT01ABA200V,1.8 TB,897,HDD
TOSHIBA DT01ABA300,2.7 TB,911,HDD
TOSHIBA DT01ACA025,232.9 GB,673,HDD
TOSHIBA DT01ACA050,465.8 GB,1038,HDD
TOSHIBA DT01ACA050 8,465.8 GB,643,HDD
TOSHIBA DT01ACA050 LENOVO Devic,465.8 GB,1148,HDD
TOSHIBA DT01ACA100,489 GB,6899,SSD
TOSHIBA DT01ACA100,931.5 GB,1325,HDD
TOSHIBA DT01ACA100 LENOVO,931.5 GB,1005,HDD
TOSHIBA DT01ACA200,1.8 TB,2011,HDD
TOSHIBA DT01ACA300,2.7 TB,1122,HDD
TOSHIBA External USB 3.0 USB,931.5 GB,527,HDD
TOSHIBA HDWA120,1.8 TB,1004,HDD
TOSHIBA HDWD105,465.8 GB,1035,HDD
TOSHIBA HDWD110,931.5 GB,1204,HDD
TOSHIBA HDWD120,1.8 TB,1497,HDD
TOSHIBA HDWD130,2.7 TB,1578,HDD
TOSHIBA HDWD220,1.8 TB,1077,HDD
TOSHIBA HDWE140,3.6 TB,1221,HDD
TOSHIBA HDWE150,4.5 TB,5915,HDD
TOSHIBA HDWE160,5.5 TB,1447,HDD
TOSHIBA HDWJ105,465.8 GB,688,HDD
TOSHIBA HDWJ110,931.5 GB,990,HDD
TOSHIBA HDWK105,465.8 GB,736,HDD
TOSHIBA HDWL110,931.5 GB,741,HDD
TOSHIBA HDWM105,465.8 GB,683,HDD
TOSHIBA HDWM110,931.5 GB,679,HDD
TOSHIBA HDWR440,3.6 TB,9176,HDD
TOSHIBA KSG60ZMV256G,238.5 GB,3720,SSD
TOSHIBA KSG60ZMV256G M.2 2280 256GB,238.5 GB,3588,SSD
TOSHIBA KSG60ZMV512G,476.9 GB,4167,SSD
TOSHIBA KSG60ZMV512G M.2 2280 512GB,476.9 GB,4228,SSD
TOSHIBA KSG60ZSE256G 256GB,238.5 GB,3309,SSD
TOSHIBA KSG60ZSE512G 512GB,476.9 GB,4101,SSD
TOSHIBA MD04ACA200,1.8 TB,1148,HDD
TOSHIBA MD04ACA400,3.6 TB,1232,HDD
TOSHIBA MD04ACA500,4.5 TB,1346,HDD
TOSHIBA MG03ACA100,931.5 GB,967,HDD
TOSHIBA MG03ACA200,1.8 TB,1005,HDD
TOSHIBA MK1002TSKB,931.5 GB,952,HDD
